Id,Label,class,methods,constructors,public methods,private methods,static methods,abstract methods,native methods,synchronized methods,final methods,members,public members,private members,protected members,synchronized members,final members,interface classes,abstract classes,directly associated classes,indirectly associated classes,class size,connections
java.util.TreeMap$PrivateEntryIterator,PrivateEntryIterator,java.util.TreeMap$PrivateEntryIterator,4,1,2,0,0,0,0,0,1,4,0,0,0,0,1,1,1,4,645,9,34
java.awt.image.BufferedImage,BufferedImage,java.awt.image.BufferedImage,48,3,47,1,1,0,1,0,27,33,14,13,0,0,27,5,10,19,1177,83,552
sun.text.normalizer.NormalizerBase$IsNextNFDSafe,IsNextNFDSafe,sun.text.normalizer.NormalizerBase$IsNextNFDSafe,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,648,2,6
java.util.regex.Pattern$Bound,Bound,java.util.regex.Pattern$Bound,3,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,4,620,9,2666
java.util.Formatter$Flags,Flags,java.util.Formatter$Flags,10,1,7,2,4,0,0,0,10,11,0,1,0,0,10,0,0,4,620,21,2666
java.util.LinkedHashMap$EntryIterator,EntryIterator,java.util.LinkedHashMap$EntryIterator,2,2,2,0,0,0,0,0,1,1,0,0,0,0,1,1,2,4,620,3,2670
sun.java2d.Surface,Surface,sun.java2d.Surface,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551
sun.java2d.pipe.hw.ExtendedBufferCapabilities,ExtendedBufferCapabilities,sun.java2d.pipe.hw.ExtendedBufferCapabilities,3,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,629,4,552
java.util.concurrent.atomic.AtomicReference,AtomicReference,java.util.concurrent.atomic.AtomicReference,7,2,7,0,0,0,0,0,3,4,0,4,0,0,3,1,1,4,620,12,4
java.awt.peer.FileDialogPeer,FileDialogPeer,java.awt.peer.FileDialogPeer,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,2,3,1177,4,550
sun.util.locale.BaseLocale$Key,Key,sun.util.locale.BaseLocale$Key,9,4,5,0,5,0,0,0,7,7,0,6,0,0,7,1,1,5,620,17,2675
java.util.regex.Pattern$SliceU,SliceU,java.util.regex.Pattern$SliceU,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,620,1,2668
java.util.TaskQueue,TaskQueue,java.util.TaskQueue,12,1,0,2,0,0,0,0,1,3,0,2,0,0,1,0,1,2,621,15,3
sun.security.x509.CertAttrSet,CertAttrSet,sun.security.x509.CertAttrSet,7,0,7,0,0,7,0,0,0,0,0,0,0,0,0,1,2,6,620,7,6
javax.swing.event.SwingPropertyChangeSupport,SwingPropertyChangeSupport,javax.swing.event.SwingPropertyChangeSupport,2,2,2,0,0,0,0,0,2,2,0,1,0,0,2,0,0,2,628,4,40
java.util.Collections$CheckedSet,CheckedSet,java.util.Collections$CheckedSet,2,1,2,0,0,0,0,0,1,1,0,1,0,0,1,2,2,5,663,5,47
java.rmi.server.RemoteCall,RemoteCall,java.rmi.server.RemoteCall,7,0,7,0,0,7,0,0,0,0,0,0,0,0,0,2,2,5,620,7,24
sun.font.Underline$StandardUnderline,StandardUnderline,sun.font.Underline$StandardUnderline,6,1,0,3,0,0,0,0,0,5,0,5,0,0,0,2,4,5,1180,11,16
sun.text.normalizer.NormalizerBase$IsNextBoundary,IsNextBoundary,sun.text.normalizer.NormalizerBase$IsNextBoundary,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,648,1,11
java.util.regex.Pattern$NotBehind,NotBehind,java.util.regex.Pattern$NotBehind,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,4,620,4,2674
java.io.PrintStream,PrintStream,java.io.PrintStream,42,10,34,6,2,0,0,0,1,6,0,6,0,0,1,3,4,14,620,50,2708
java.awt.font.ShapeGraphicAttribute,ShapeGraphicAttribute,java.awt.font.ShapeGraphicAttribute,9,1,9,0,0,0,0,0,2,5,2,3,0,0,2,1,4,7,1178,14,1
java.lang.annotation.RetentionPolicy,RetentionPolicy,java.lang.annotation.RetentionPolicy,2,1,2,0,2,0,0,0,4,4,3,1,0,0,4,0,1,3,620,6,2677
sun.misc.CharacterDecoder,CharacterDecoder,sun.misc.CharacterDecoder,13,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,3,7,620,13,2679
java.awt.dnd.DragGestureListener,DragGestureListener,java.awt.dnd.DragGestureListener,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1177,2,560
java.util.IdentityHashMap$EntryIterator$Entry,Entry,java.util.IdentityHashMap$EntryIterator$Entry,9,2,6,1,2,0,0,0,1,2,0,1,0,0,1,1,1,5,630,12,12
java.awt.geom.Ellipse2D$Float,Float,java.awt.geom.Ellipse2D$Float,8,2,8,0,0,0,0,0,1,5,4,1,0,0,1,1,3,5,641,14,3
java.awt.peer.CanvasPeer,CanvasPeer,java.awt.peer.CanvasPeer,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1177,2,553
java.lang.ref.SoftReference,SoftReference,java.lang.ref.SoftReference,1,2,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,2,620,3,2705
sun.text.bidi.BidiBase$NumericShapings,NumericShapings,sun.text.bidi.BidiBase$NumericShapings,3,1,0,2,3,0,0,0,2,2,0,2,0,0,2,0,0,5,652,5,16
java.awt.GraphicsDevice$WindowTranslucency,WindowTranslucency,java.awt.GraphicsDevice$WindowTranslucency,2,1,2,0,2,0,0,0,4,4,3,1,0,0,4,0,2,4,1177,6,554
java.awt.DefaultKeyboardFocusManager$DefaultKeyboardFocusManagerSentEvent,DefaultKeyboardFocusManagerSentEvent,java.awt.DefaultKeyboardFocusManager$DefaultKeyboardFocusManagerSentEvent,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,1194,2,4
java.util.regex.Pattern$Ques,Ques,java.util.regex.Pattern$Ques,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,5,620,4,2678
java.awt.font.ImageGraphicAttribute,ImageGraphicAttribute,java.awt.font.ImageGraphicAttribute,8,2,8,0,0,0,0,0,0,5,0,5,0,0,0,0,4,6,1178,13,1
java.io.ObjectOutputStream$DebugTraceInfoStack,DebugTraceInfoStack,java.io.ObjectOutputStream$DebugTraceInfoStack,4,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,4,620,5,2679
java.util.WeakHashMap$Entry,Entry,java.util.WeakHashMap$Entry,6,1,6,0,0,0,0,0,1,3,0,0,0,0,1,1,1,6,630,10,583
sun.util.calendar.BaseCalendar$Date,Date,sun.util.calendar.BaseCalendar$Date,8,2,3,0,0,2,0,0,0,3,0,0,0,0,0,0,3,3,620,11,2690
java.io.ObjectStreamClass$ClassDataSlot,ClassDataSlot,java.io.ObjectStreamClass$ClassDataSlot,0,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,620,2,2679
java.awt.font.TextLine,TextLine,java.awt.font.TextLine,54,1,36,9,17,0,0,0,0,20,0,20,0,0,0,3,7,20,1233,74,11
java.util.XMLUtils$1,,java.util.XMLUtils$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,649,0,4
javax.print.event.PrintServiceAttributeListener,PrintServiceAttributeListener,javax.print.event.PrintServiceAttributeListener,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,655,1,6
java.beans.PropertyChangeSupport,PropertyChangeSupport,java.beans.PropertyChangeSupport,17,1,14,3,1,0,0,0,2,4,0,3,0,0,2,2,2,11,628,22,627
java.io.InputStream,InputStream,java.io.InputStream,9,1,9,0,0,1,0,0,1,1,0,1,0,0,1,1,1,3,620,11,2734
java.net.Inet6Address,Inet6Address,java.net.Inet6Address,28,5,19,8,4,0,1,0,3,10,0,8,0,0,3,0,0,10,621,38,1
java.security.NoSuchAlgorithmException,NoSuchAlgorithmException,java.security.NoSuchAlgorithmException,0,4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2690
sun.util.locale.ParseStatus,ParseStatus,sun.util.locale.ParseStatus,5,1,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,620,8,2683
java.awt.Frame$AccessibleAWTFrame,AccessibleAWTFrame,java.awt.Frame$AccessibleAWTFrame,2,1,2,0,0,0,0,0,2,2,0,1,0,0,2,0,0,4,1177,4,556
javax.security.auth.DestroyFailedException,DestroyFailedException,javax.security.auth.DestroyFailedException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,19
java.util.ResourceBundle$CacheKey,CacheKey,java.util.ResourceBundle$CacheKey,20,1,4,3,6,0,0,0,0,8,0,8,0,0,0,1,3,9,620,29,2683
java.util.logging.FileHandler$InitializationErrorManager,InitializationErrorManager,java.util.logging.FileHandler$InitializationErrorManager,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,652,2,4
sun.util.locale.InternalLocaleBuilder$CaseInsensitiveString,CaseInsensitiveString,sun.util.locale.InternalLocaleBuilder$CaseInsensitiveString,3,1,3,0,0,0,0,0,2,2,0,2,0,0,2,0,0,3,620,5,2683
java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter,ThreadLocalHoldCounter,java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,630,2,8
java.awt.PopupMenu,PopupMenu,java.awt.PopupMenu,5,2,4,0,0,0,0,0,2,4,0,2,0,0,2,1,3,6,1177,9,561
java.util.Dictionary,Dictionary,java.util.Dictionary,7,1,7,0,0,7,0,0,0,0,0,0,0,0,0,1,1,2,620,7,2685
javax.swing.JSeparator$AccessibleJSeparator,AccessibleJSeparator,javax.swing.JSeparator$AccessibleJSeparator,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,1293,2,39
java.text.CalendarBuilder,CalendarBuilder,java.text.CalendarBuilder,8,1,1,0,3,0,0,0,7,9,2,7,0,0,7,0,1,4,621,17,2
java.text.DigitList$1,,java.text.DigitList$1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,622,1,3
java.awt.event.AdjustmentListener,AdjustmentListener,java.awt.event.AdjustmentListener,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1177,2,555
java.text.Annotation,Annotation,java.text.Annotation,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,620,3,555
org.xml.sax.Locator,Locator,org.xml.sax.Locator,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,620,4,3
java.rmi.server.ExportException,ExportException,java.rmi.server.ExportException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,621,1,1
java.security.acl.Owner,Owner,java.security.acl.Owner,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,3,622,3,1
java.lang.Object,Object,java.lang.Object,12,1,9,1,1,0,7,0,0,0,0,0,0,0,0,0,0,6,620,12,3002
java.beans.VetoableChangeSupport$VetoableChangeListenerMap,VetoableChangeListenerMap,java.beans.VetoableChangeSupport$VetoableChangeListenerMap,4,2,0,0,0,0,0,0,1,1,0,1,0,0,1,2,3,5,629,5,61
java.nio.file.attribute.FileAttributeView,FileAttributeView,java.nio.file.attribute.FileAttributeView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,620,1,2690
sun.font.LayoutPathImpl$1,,sun.font.LayoutPathImpl$1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,657,1,16
java.util.regex.Pattern$LastNode,LastNode,java.util.regex.Pattern$LastNode,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,620,1,2688
java.awt.image.VolatileImage,VolatileImage,java.awt.image.VolatileImage,10,1,10,0,0,7,0,0,3,4,3,0,1,0,3,2,6,8,1177,15,555
java.awt.geom.PathIterator,PathIterator,java.awt.geom.PathIterator,5,0,5,0,0,5,0,0,7,7,7,0,0,0,7,0,0,0,0,12,633
java.awt.MultipleGradientPaint,MultipleGradientPaint,java.awt.MultipleGradientPaint,6,1,6,0,0,0,0,0,6,12,0,0,0,0,6,1,2,7,1180,19,8
java.awt.datatransfer.SystemFlavorMap,SystemFlavorMap,java.awt.datatransfer.SystemFlavorMap,23,1,14,9,6,0,0,0,9,16,0,15,0,0,9,5,5,12,1177,41,2
sun.security.x509.Extension,Extension,sun.security.x509.Extension,11,4,11,0,1,0,0,0,1,4,0,1,3,0,1,1,2,8,637,16,7
java.lang.ProcessBuilder$1,,java.lang.ProcessBuilder$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,627,0,2
java.awt.peer.CheckboxPeer,CheckboxPeer,java.awt.peer.CheckboxPeer,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,3,1177,4,555
sun.font.LayoutPathImpl$SegmentPath$Segment,Segment,sun.font.LayoutPathImpl$SegmentPath$Segment,4,1,0,0,0,0,0,0,5,9,0,0,0,0,5,0,0,4,657,13,16
java.util.concurrent.ConcurrentSkipListMap$HeadIndex,HeadIndex,java.util.concurrent.ConcurrentSkipListMap$HeadIndex,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,642,1,17
java.awt.ScrollPane$PeerFixer,PeerFixer,java.awt.ScrollPane$PeerFixer,1,1,1,0,0,0,0,0,2,3,0,2,0,0,2,2,2,5,1177,6,555
java.util.regex.Pattern$SliceIS,SliceIS,java.util.regex.Pattern$SliceIS,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,620,2,2691
javax.swing.plaf.PopupMenuUI,PopupMenuUI,javax.swing.plaf.PopupMenuUI,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1293,2,39
sun.java2d.Disposer$PollDisposable,PollDisposable,sun.java2d.Disposer$PollDisposable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,623,0,561
java.util.zip.ZStreamRef,ZStreamRef,java.util.zip.ZStreamRef,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,620,3,2697
sun.reflect.annotation.AnnotationType,AnnotationType,sun.reflect.annotation.AnnotationType,8,1,8,0,2,0,0,0,3,5,0,5,0,0,3,1,1,6,620,13,2698
java.lang.reflect.TypeVariable,TypeVariable,java.lang.reflect.TypeVariable,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,2,3,620,4,2700
java.net.AbstractPlainSocketImpl,AbstractPlainSocketImpl,java.net.AbstractPlainSocketImpl,47,1,8,2,0,11,0,0,4,16,2,10,3,0,4,0,4,12,654,63,12
java.awt.PageAttributes$OriginType,OriginType,java.awt.PageAttributes$OriginType,2,1,2,0,0,0,0,0,5,5,2,3,0,0,5,0,1,4,630,7,562
java.util.concurrent.BlockingQueue,BlockingQueue,java.util.concurrent.BlockingQueue,11,0,11,0,0,11,0,0,0,0,0,0,0,0,0,2,3,5,620,12,594
java.awt.Component$AccessibleAWTComponent$AccessibleAWTComponentHandler,AccessibleAWTComponentHandler,java.awt.Component$AccessibleAWTComponent$AccessibleAWTComponentHandler,4,1,4,0,0,0,0,0,1,1,0,0,0,0,1,1,2,4,1177,6,556
java.util.concurrent.ExecutorCompletionService$QueueingFuture,QueueingFuture,java.util.concurrent.ExecutorCompletionService$QueueingFuture,1,1,0,0,0,0,0,0,2,2,0,1,0,0,2,1,1,3,628,3,2
java.awt.event.HierarchyBoundsListener,HierarchyBoundsListener,java.awt.event.HierarchyBoundsListener,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1177,3,556
sun.reflect.generics.tree.ArrayTypeSignature,ArrayTypeSignature,sun.reflect.generics.tree.ArrayTypeSignature,3,1,3,0,1,0,0,0,0,1,0,1,0,0,0,3,3,5,620,5,2704
sun.awt.ConstrainableGraphics,ConstrainableGraphics,sun.awt.ConstrainableGraphics,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,556
java.awt.peer.ButtonPeer,ButtonPeer,java.awt.peer.ButtonPeer,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1177,2,556
java.util.RandomAccess,RandomAccess,java.util.RandomAccess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2726
java.awt.Component,Component,java.awt.Component,335,1,203,15,8,0,1,0,36,99,5,29,0,0,36,19,32,86,1177,437,584
java.io.ObjectInputStream$ValidationList,ValidationList,java.io.ObjectInputStream$ValidationList,4,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,6,620,5,2700
sun.font.LayoutPathImpl,LayoutPathImpl,sun.font.LayoutPathImpl,9,1,9,0,1,4,0,0,2,2,0,2,0,0,2,1,4,10,657,11,19
java.io.UnsupportedEncodingException,UnsupportedEncodingException,java.io.UnsupportedEncodingException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2710
sun.text.normalizer.Trie$1,,sun.text.normalizer.Trie$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,624,0,29
java.awt.image.DataBuffer,DataBuffer,java.awt.image.DataBuffer,19,8,18,0,2,2,0,0,8,14,7,1,5,0,8,0,0,2,625,33,573
java.awt.PaintContext,PaintContext,java.awt.PaintContext,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,1177,3,556
java.util.prefs.AbstractPreferences$EventDispatchThread,EventDispatchThread,java.util.prefs.AbstractPreferences$EventDispatchThread,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,635,1,5
sun.reflect.generics.visitor.Visitor,Visitor,sun.reflect.generics.visitor.Visitor,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,620,3,2707
java.nio.file.Path,Path,java.nio.file.Path,29,0,29,0,0,29,0,0,0,0,0,0,0,0,0,7,8,13,620,32,2706
java.util.concurrent.SynchronousQueue$FifoWaitQueue,FifoWaitQueue,java.util.concurrent.SynchronousQueue$FifoWaitQueue,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,631,1,9
java.awt.dnd.Autoscroll,Autoscroll,java.awt.dnd.Autoscroll,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,625,2,557
java.awt.geom.Path2D$Float,Float,java.awt.geom.Path2D$Float,23,5,13,2,0,0,0,0,1,2,0,1,0,0,1,2,5,15,646,26,574
java.awt.Toolkit$SelectiveAWTEventListener,SelectiveAWTEventListener,java.awt.Toolkit$SelectiveAWTEventListener,5,1,5,0,0,0,0,0,1,4,0,1,0,0,1,1,3,4,1177,10,556
java.awt.RenderingHints$Key,Key,java.awt.RenderingHints$Key,6,1,3,2,1,1,0,0,0,2,0,2,0,0,0,0,1,5,622,8,561
sun.text.normalizer.ICUBinary$Authenticate,Authenticate,sun.text.normalizer.ICUBinary$Authenticate,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,622,1,22
java.lang.ref.ReferenceQueue$Null,Null,java.lang.ref.ReferenceQueue$Null,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,620,1,2709
sun.rmi.server.MarshalOutputStream,MarshalOutputStream,sun.rmi.server.MarshalOutputStream,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,621,5,16
java.beans.IndexedPropertyDescriptor,IndexedPropertyDescriptor,java.beans.IndexedPropertyDescriptor,15,6,7,7,0,0,0,0,0,5,0,5,0,0,0,0,1,8,1182,20,1
java.lang.ProcessEnvironment$ExternalData,ExternalData,java.lang.ProcessEnvironment$ExternalData,4,1,4,0,0,0,0,0,2,2,0,0,2,0,2,0,0,3,629,6,6
java.net.URLStreamHandlerFactory,URLStreamHandlerFactory,java.net.URLStreamHandlerFactory,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,620,1,2708
java.nio.DirectLongBufferU,DirectLongBufferU,java.nio.DirectLongBufferU,18,1,17,1,0,0,0,0,4,5,0,1,3,0,4,1,2,6,623,24,1
javax.net.ssl.SSLException,SSLException,javax.net.ssl.SSLException,0,3,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2
javax.swing.JSeparator,JSeparator,javax.swing.JSeparator,10,2,7,2,0,0,0,0,1,2,0,2,0,0,1,2,6,11,1293,14,41
java.nio.file.attribute.UserPrincipal,UserPrincipal,java.nio.file.attribute.UserPrincipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,620,1,2712
java.io.ObjectStreamException,ObjectStreamException,java.io.ObjectStreamException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2734
java.io.ObjectStreamClass$Caches,Caches,java.io.ObjectStreamClass$Caches,2,1,0,0,2,0,0,0,4,4,0,2,0,0,4,1,1,4,620,6,2708
java.lang.StringBuilder,StringBuilder,java.lang.StringBuilder,86,4,83,3,0,0,0,0,1,1,0,0,0,0,1,3,4,12,620,89,2746
sun.java2d.loops.DrawGlyphListAA,DrawGlyphListAA,sun.java2d.loops.DrawGlyphListAA,4,2,4,0,1,0,1,0,2,2,2,0,0,0,2,0,2,11,1177,6,560
sun.java2d.pipe.RenderingEngine,RenderingEngine,sun.java2d.pipe.RenderingEngine,7,1,7,0,2,5,0,0,0,1,0,1,0,0,0,4,5,10,648,8,562
java.util.concurrent.SynchronousQueue$TransferStack$SNode,SNode,java.util.concurrent.SynchronousQueue$TransferStack$SNode,4,1,0,0,0,0,0,0,3,8,0,3,0,0,3,0,0,5,631,12,9
java.text.Format,Format,java.text.Format,10,1,6,0,0,2,0,0,1,1,0,1,0,0,1,4,4,12,620,13,2711
java.util.Hashtable$EntrySet,EntrySet,java.util.Hashtable$EntrySet,7,2,7,0,0,0,0,0,1,1,0,0,0,0,1,2,3,5,620,8,2712
java.nio.file.WatchKey,WatchKey,java.nio.file.WatchKey,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,2,2,2,620,5,2714
java.security.cert.TrustAnchor,TrustAnchor,java.security.cert.TrustAnchor,7,3,6,1,0,0,0,0,4,6,0,6,0,0,4,1,2,6,650,13,2
java.nio.ByteBufferAsCharBufferL,ByteBufferAsCharBufferL,java.nio.ByteBufferAsCharBufferL,15,2,14,0,0,0,0,0,3,3,0,0,2,0,3,1,3,5,620,18,1
java.util.regex.Pattern$UnixDot,UnixDot,java.util.regex.Pattern$UnixDot,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,620,1,2710
java.security.SecureClassLoader,SecureClassLoader,java.security.SecureClassLoader,5,2,0,2,0,0,0,0,3,3,0,3,0,0,3,0,3,9,620,8,10
sun.font.FontStrike,FontStrike,sun.font.FontStrike,12,1,1,0,0,12,0,0,0,6,0,0,6,0,0,0,0,8,1177,18,559
java.awt.EventDispatchThread,EventDispatchThread,java.awt.EventDispatchThread,14,1,4,1,0,0,0,0,2,6,0,6,0,0,2,3,4,11,1177,20,559
java.text.MessageFormat$Field,Field,java.text.MessageFormat$Field,1,1,0,0,0,0,0,0,2,2,1,1,0,0,2,0,0,5,620,3,2714
java.awt.font.GlyphVector,GlyphVector,java.awt.font.GlyphVector,27,1,27,0,0,21,0,0,5,5,5,0,0,0,5,2,5,12,1177,33,560
sun.text.IntHashtable,IntHashtable,sun.text.IntHashtable,15,2,11,4,1,0,0,0,6,13,0,13,0,0,6,0,0,2,620,28,6
java.util.concurrent.LinkedBlockingDeque$1,,java.util.concurrent.LinkedBlockingDeque$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,629,0,6
java.security.Timestamp,Timestamp,java.security.Timestamp,6,1,5,1,0,0,0,0,1,4,0,4,0,0,1,1,2,8,620,11,1
java.lang.AssertionStatusDirectives,AssertionStatusDirectives,java.lang.AssertionStatusDirectives,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,620,5,2714
java.rmi.activation.Activator,Activator,java.rmi.activation.Activator,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,632,2,10
java.beans.MetaData,MetaData,java.beans.MetaData,6,1,1,4,6,0,0,0,1,8,0,8,0,0,1,1,2,7,627,14,1
java.lang.AbstractStringBuilder,AbstractStringBuilder,java.lang.AbstractStringBuilder,56,2,53,1,0,1,0,0,0,2,0,0,0,0,0,2,3,7,620,60,2715
java.nio.charset.CodingErrorAction,CodingErrorAction,java.nio.charset.CodingErrorAction,1,1,1,0,0,0,0,0,3,4,3,1,0,0,3,0,0,3,620,5,2716
java.awt.peer.FramePeer,FramePeer,java.awt.peer.FramePeer,8,0,8,0,0,8,0,0,0,0,0,0,0,0,0,1,1,4,1177,9,559
java.nio.channels.DatagramChannel,DatagramChannel,java.nio.channels.DatagramChannel,20,1,20,0,2,13,0,0,0,0,0,0,0,0,0,7,11,14,650,24,51
sun.awt.AWTAccessor$AWTEventAccessor,AWTEventAccessor,sun.awt.AWTAccessor$AWTEventAccessor,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,1189,4,17
java.awt.Rectangle,Rectangle,java.awt.Rectangle,39,7,37,2,2,0,1,0,1,5,4,1,0,0,1,2,3,10,638,46,661
sun.misc.JavaUtilJarAccess,JavaUtilJarAccess,sun.misc.JavaUtilJarAccess,7,0,7,0,0,7,0,0,0,0,0,0,0,0,0,2,2,7,620,7,1
java.security.cert.PKIXCertPathValidatorResult,PKIXCertPathValidatorResult,java.security.cert.PKIXCertPathValidatorResult,5,1,5,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,653,9,1
java.security.InvalidKeyException,InvalidKeyException,java.security.InvalidKeyException,0,4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2718
java.lang.VirtualMachineError,VirtualMachineError,java.lang.VirtualMachineError,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,620,0,5
java.lang.CharacterDataLatin1,CharacterDataLatin1,java.lang.CharacterDataLatin1,22,1,0,0,0,0,0,0,5,6,0,0,0,0,5,0,1,3,622,28,1
java.util.Collections$SynchronizedMap,SynchronizedMap,java.util.Collections$SynchronizedMap,16,2,15,1,0,0,0,0,3,6,0,5,0,0,3,4,4,9,663,24,47
java.rmi.server.RemoteObjectInvocationHandler,RemoteObjectInvocationHandler,java.rmi.server.RemoteObjectInvocationHandler,6,1,1,5,1,0,0,0,2,2,0,2,0,0,2,1,2,9,631,9,3
javax.print.MimeType$ParameterMapEntrySetIterator,ParameterMapEntrySetIterator,javax.print.MimeType$ParameterMapEntrySetIterator,3,2,3,0,0,0,0,0,1,2,0,1,0,0,1,1,1,3,627,6,20
java.nio.DirectDoubleBufferS,DirectDoubleBufferS,java.nio.DirectDoubleBufferS,18,1,17,1,0,0,0,0,4,5,0,1,3,0,4,1,2,6,623,24,1
java.text.BreakDictionary,BreakDictionary,java.text.BreakDictionary,5,1,2,3,0,0,0,0,0,10,0,10,0,0,0,0,0,6,622,15,2
java.sql.RowIdLifetime,RowIdLifetime,java.sql.RowIdLifetime,2,1,2,0,2,0,0,0,6,6,5,1,0,0,6,0,1,3,621,8,14
javax.swing.MenuSelectionManager,MenuSelectionManager,javax.swing.MenuSelectionManager,15,1,11,3,1,0,0,0,4,7,0,5,2,0,4,2,3,12,1181,22,49
javax.management.NotificationFilter,NotificationFilter,javax.management.NotificationFilter,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,622,2,18
java.awt.GraphicsCallback$PaintHeavyweightComponentsCallback,PaintHeavyweightComponentsCallback,java.awt.GraphicsCallback$PaintHeavyweightComponentsCallback,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,6,1189,3,9
sun.reflect.generics.tree.TypeTree,TypeTree,sun.reflect.generics.tree.TypeTree,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,620,2,2725
